,BCOMTR Index,HFRIFWI Index,LBUSTRUU Index,LG30TRUU Index,LMBITR Index,NDDUE15X Index,NDDUJN Index,NDDUNA Index,NDDUPXJ Index,NDDUUK Index,NDDUWXUS Index,NDUEEGF Index,RU10GRTR Index,RU10VATR Index,RU20GRTR Index,RU20INTR Index,RU20VATR Index,RUMCINTR Index,RUMRINTR Index,RUTPINTR Index,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,SPXT Index
2006/3/31,300.257,8741.269,1230.05,530.399,698.3979,4230.873,5024.242,3127.277,2776.021,4336.152,3923.316,268.317,424.698,677.921,2599.885,3204.37,5381.17,5042.33,1242.88,2626.25,265.34,242.52,404.78,437.45,370.66,309.53,344.06,199.86,148.47,133.14,156.4,1967.38
2006/4/3,302.882,8741.269,1229.27,531.0197,698.1966,4266.049,5097.818,3133.675,2817.074,4382.073,3964.616,273.146,424.876,680.025,2576.015,3179.75,5348.17,5044.19,1231.5,2632.4199,264.71,243.11,406.69,437.93,370.68,310.27,346.03,201.74,146.15,133.46,156.75,1971.93
2006/4/4,299.551,8741.269,1230,532.0025,698.3776,4295.969,5102.961,3151.959,2818.736,4412.792,3983.857,275.59,426.646,684.976,2590.083,3192.76,5362.49,5064.8,1234.1801,2649.3,265.98,243.29,412.26,442.54,371.18,312.35,347.18,202.54,144.72,134.38,158.49,1984.47
2006/4/5,303.267,8741.269,1232.19,532.039,699.1608,4317.786,5093.907,3167.715,2855.957,4427.133,4000.815,276.842,428.05,688.853,2604.907,3209.48,5387.87,5102.11,1237.9,2657.9299,267.78,243.47,418.07,443.71,369.79,312.23,350.49,204.74,146.26,134.44,159.9,1993.21
2006/4/6,306.59,8741.269,1229.66,531.1212,698.5205,4309.751,5182.714,3164.664,2894.288,4434.078,4022.484,278.662,428.048,686.585,2605.15,3209.56,5387.6,5096.43,1236.88,2652.9299,268.55,242.94,418.47,442.36,367.16,312.36,350.99,205.53,145.13,132.47,157.51,1989.87
2006/4/7,304.162,8741.269,1225.88,529.3172,697.5573,4242.418,5192.502,3134.622,2887.885,4395.765,3990.023,277.644,424.102,679.27,2571.286,3167.28,5315.67,5042.9,1223.61,2627.21,267.25,240.92,411.53,437.93,362.61,309.72,347.12,202.8,142.47,131.89,155.09,1969.3
2006/4/10,308.032,8741.269,1226.18,529.0469,697.8263,4253.496,5155.941,3137.279,2873.262,4428.331,3993.423,276.563,423.822,680.346,2561.03,3153.98,5292.18,5034.46,1217.64,2630.8,266.94,240.9,417.57,438.64,361.59,309.54,346.31,202.7,141.22,131.74,155.39,1971.03
2006/4/11,309.457,8741.269,1228.08,529.8481,698.4901,4207.785,5125.65,3113.329,2898.782,4399.402,3965.208,275.516,420.699,675.432,2522.173,3108.82,5221.09,4989.44,1199.04,2613.4299,265.01,239.07,415.23,434.76,357.8,308.61,343.84,201.35,140.7,129.59,153.76,1956.12
2006/4/12,309.986,8741.269,1225.93,529.7734,697.7672,4187.446,5053.667,3115.377,2871.66,4398.317,3940.117,274.229,421.459,675.892,2542.908,3132.66,5258.14,4997.27,1207.53,2616.3301,264.56,239.36,412.35,435.49,359.72,310.91,343.45,202.46,140.57,129.64,154.05,1958.49
2006/4/13,311.759,8741.269,1222.79,529.2475,696.5531,4188.913,5058.366,3118.561,2858.819,4421.399,3945.693,274.213,421.906,676.281,2558.9,3146.64,5271.61,5001.1,1215.59,2618.52,265.37,239.11,413.81,436.28,359.39,309.69,344.64,203.32,138.58,129.11,153.29,1960.01
2006/4/14,311.759,8741.269,1222.79,529.2475,696.5531,4188.913,5060.737,3118.561,2858.819,4421.399,3946.131,276.068,421.906,676.281,2558.9,3146.64,5271.61,5001.1,1215.59,2618.52,265.37,239.11,413.81,436.28,359.39,309.69,344.64,203.32,138.58,129.11,153.29,1960.01
2006/4/17,316.841,8741.269,1225.42,529.5208,697.1424,4257.473,5026.529,3112.558,2894.356,4474.903,3983.08,278.572,419.38,676.43,2551.452,3139.81,5264.26,4994.14,1211.49,2609.3201,263.56,237.72,420.11,436.13,357.37,307.61,340.94,204.99,138.11,128.43,153.23,1954.25
2006/4/18,323.485,8741.269,1228.32,531.8809,698.0952,4249.235,5089.001,3164.995,2924.914,4496.136,4002.483,282.473,425.907,689.223,2618.58,3225.11,5411.97,5091.41,1236.72,2651.8401,267.37,239.84,430.57,443.68,360.68,314.67,347.62,210.47,142.17,130.46,156.35,1988.18
2006/4/19,325.997,8741.269,1226.21,532.6462,697.1783,4318.937,5104.691,3172.639,2968.304,4563.348,4051.376,286.052,427.228,690.334,2648.703,3261.24,5470.91,5124.34,1252.35,2653.46,266.64,239.94,436.81,444.38,358.85,316.96,347.81,211.94,143.89,128.92,156.58,1991.84
2006/4/20,322.184,8741.269,1225.75,532.7761,697.2793,4342.612,5126.125,3172.205,2943.829,4529.737,4049.937,286.597,428.046,690.462,2637.928,3245.52,5440.26,5125.79,1247.7,2657.1001,267.6,240.2,433.05,445.22,361.52,317.71,348.54,210.05,143.95,127.62,157.91,1994.23
2006/4/21,328.062,8741.269,1227.39,533.4575,697.5996,4379.865,5180.95,3173.369,2957.408,4579.669,4089.026,287.962,426.765,691.781,2626.03,3234.92,5429.55,5112.84,1245.42,2657.9399,265.88,240.14,441.89,444.87,360.71,318.04,345.3,211.79,144.12,127.26,158.49,1993.99
2006/4/24,322.415,8741.269,1229.55,534.1117,698.6495,4375,5136.207,3165.322,2959.201,4555.46,4071.612,287.06,425.778,689.986,2605.279,3209.83,5388.26,5097.99,1236.17,2651.9199,265.25,240.74,435.77,444.5,359.42,318.44,344.03,211.27,143.37,126.95,159.65,1989.2
2006/4/25,324.322,8741.269,1225.24,533.9311,697.4127,4387.62,5161.242,3152.983,2958.541,4562.13,4083.809,285.606,424.171,686.033,2599.606,3204.32,5381.59,5073.62,1236.17,2639.3301,265.12,241.01,431.02,441.87,357.05,315.42,343.67,210,142.79,127.57,157.52,1979.51
2006/4/26,324.107,8741.269,1223.38,533.9145,696.8293,4416.923,5166.838,3161.759,3002.607,4577.799,4104.295,288.507,425.146,687.46,2596.645,3206.38,5395.03,5067.63,1238.22,2648.8799,266.82,243.08,425.04,444.69,357.49,317.1,345.11,209.89,141.77,128.73,156.1,1985.29
2006/4/27,316.715,8741.269,1225.67,535.1793,697.7973,4429.275,5223.618,3171.886,3008.271,4586.198,4119.733,286.692,426.127,691.033,2581.516,3190.62,5373.63,5068.91,1233.6899,2662.76,268.9,243.62,420.73,450.86,355.31,316.35,347.96,205.91,142.85,129.79,158.08,1992.39
2006/4/28,320.614,8741.269,1227.82,536.337,698.1609,4428.116,5170.387,3174.617,3000.101,4593.41,4110.919,287.425,424.121,695.148,2592.38,3203.85,5395.57,5077.68,1235.89,2663.3201,268.71,244.01,425.48,455.21,358.73,315.72,340.1,206.93,143,129.26,158.61,1993.79
2006/5/1,325.145,8904.469,1224.37,536.3968,697.0309,4439.696,5230.891,3163.66,3028.054,4629.295,4138.325,288.601,422.417,692.051,2578.67,3189.56,5376.13,5066.12,1228.21,2649.8201,267.77,243.99,431.05,448.35,356.45,316.16,337.61,208.46,141.03,129.36,157.13,1985.55
2006/5/2,326.307,8904.469,1225.38,537.1733,697.172,4476.764,5284.931,3182.562,3030.774,4689.97,4177.599,292.69,423.673,697.197,2595.851,3216.8,5432.49,5088.46,1235.89,2664.6001,267.86,245.42,440.82,451.36,356,318.67,338.29,210.04,139.47,129.11,159.94,1997.75
2006/5/3,323.095,8904.469,1223.45,536.694,696.5259,4430.766,5265.396,3169.758,3059.427,4640.959,4147.682,293.882,422.152,694.808,2593.601,3217.41,5439.42,5081.25,1239.25,2652.9099,268.17,244.17,434.42,450.71,352.44,318.98,337.26,209.99,139.78,128.48,158.95,1989.97
2006/5/4,324.271,8904.469,1223.33,537.0604,696.5992,4485.645,5269.338,3179.549,3028.946,4682.882,4172.922,295.425,424.292,696.346,2620.232,3246.85,5482.94,5107.67,1249.2,2660.75,269.71,244.36,431.63,451.71,353.32,322.31,339.3,212.06,142.22,128.6,159.35,1996.74
2006/5/5,326.638,8904.469,1225.96,537.8226,697.88,4547.118,5325.387,3213.573,3049.483,4750.947,4225.298,297.456,428.615,704.094,2644.995,3276.69,5531.85,5163.55,1257.2,2688.8101,273.04,246.54,435.98,458.09,356.48,325.66,341.28,213.5,144.37,128.83,162.7,2017.34
2006/5/8,325.362,8904.469,1225.9,538.1675,698.186,4551.197,5424.376,3211.476,3082.047,4730.247,4243.55,301.299,428.929,703.075,2641.56,3275.9,5536.58,5169.47,1254.97,2686.0901,273.23,247.91,434.4,456.09,356.35,325.07,341.42,214.25,145.3,129.63,161.63,2015.84
2006/5/9,330.441,8904.469,1225.79,538.5905,698.2145,4583.019,5419.112,3214.903,3082.009,4776.247,4267.068,301.223,428.324,704.12,2636.719,3272.27,5534.57,5163.48,1252.41,2687.6201,274.09,248.56,437.42,456.87,354.18,325.62,339.71,216,145.15,129.76,160.3,2016.6
2006/5/10,336.149,8904.469,1225.75,539.3509,698.3067,4576.741,5377.92,3210.15,3093.084,4762.629,4255.092,300.655,426.912,704.441,2618.246,3252.42,5506.37,5159.43,1240.8101,2683.1599,274.29,247.65,439.63,457,353.8,325.43,335.9,215.7,145.71,128.81,161.23,2013.99
2006/5/11,342.829,8904.469,1224.51,539.1616,697.779,4562.753,5329.426,3169.768,3102.545,4768.609,4239.308,298.619,421.347,696.224,2552.401,3175.37,5384.16,5091.82,1211.35,2650.9299,271.62,244.89,434.61,449.82,352.45,322.76,327.87,212.53,142.25,127.54,159.61,1988.56
2006/5/12,338.607,8904.469,1221.72,538.0311,697.0196,4491.944,5267.202,3132.779,3076.598,4693.612,4179.626,293.107,417.089,687.398,2500.19,3112.29,5280.49,5020.89,1188.11,2623.51,269.17,242.82,422.11,445.36,351.47,318.4,325.34,208.12,140.13,126.07,158.02,1966.27
2006/5/15,328.727,8904.469,1223.91,536.8455,697.8678,4407.775,5256.432,3134.939,2983.581,4618.892,4115.77,280.597,418.279,688.201,2481.023,3092.46,5253.83,5006.69,1177.73,2634.0901,269.64,245.76,414.88,448.01,356.39,319,325.04,205.61,142.47,126.49,158.8,1971.45
2006/5/16,330.866,8904.469,1226.89,537.3307,698.9552,4422.631,5150.234,3129.854,2985.483,4633.346,4105.06,279.709,417.195,687.976,2477.893,3091.77,5258.21,4992.67,1181.1801,2631.78,267.5,246.49,415.9,447.49,357.73,318.93,321.66,205.2,141.37,126.56,158.15,1967.79
2006/5/17,328.348,8904.469,1224.25,534.8587,697.9903,4269.269,5206.895,3078.075,2983.626,4502.283,4028.293,279.349,411.124,675.004,2435.603,3043.18,5182.82,4903.83,1167.39,2588.9099,263.96,243.73,404.95,438.5,353.77,312.49,318.27,199.74,138.3,123.61,155.42,1935.18
2006/5/18,326.699,8904.469,1228.54,535.2744,699.6859,4255.368,5081.395,3054.122,2937.068,4507.446,3990.062,271.023,408.39,670.579,2407.348,3012.3,5137.9,4870.09,1158.17,2572.1201,263.71,242.37,400.02,434.81,352.12,309.04,316.63,197.56,137.14,123.17,155.65,1922.32
2006/5/19,319.316,8904.469,1229.14,534.929,700.2317,4232.817,5028.084,3065.476,2895.345,4452.915,3956.487,269.241,409.549,673.758,2418.781,3029.42,5171.95,4890.7,1163.59,2581.4299,265.72,242.51,402.66,436.78,350.59,310.45,318.48,198.14,137.53,124.83,156.98,1930.27
2006/5/22,322.232,8904.469,1230.14,534.2921,700.9586,4150.016,4956.629,3054.796,2839.058,4375.457,3892.853,256.757,407.079,671.772,2388.703,2998.84,5172.42,4849.71,1150.3,2574.1001,263.6,243.1,401.14,435.72,349.02,309.86,316.25,194.36,136.65,123.81,158.26,1922.72
2006/5/23,331.244,8904.469,1228.87,534.1598,700.9515,4266.761,4878.962,3041.29,2846.926,4497.705,3946.157,261.289,405.117,669.08,2377.504,2982.34,5099.51,4830.58,1144.88,2562.26,261.96,243.27,401.18,433.7,347.13,308.66,313.64,194.66,135.68,123.93,155.97,1914.38
2006/5/24,321.294,8904.469,1230.26,532.9144,702.1335,4184.267,4912.872,3042.409,2842.405,4389.919,3895.616,256.335,406.509,668.16,2372.445,2982.38,5110.52,4821.35,1144.63,2567.9099,262.02,244.88,397.05,433.92,348.61,308.04,316.84,193.44,136.03,124.02,156.69,1917.48
2006/5/25,324.394,8904.469,1228.48,533.91,701.8654,4233.31,4865.164,3083.216,2822.921,4468.851,3929.292,257.165,410.927,676.331,2422.16,3042.45,5209.31,4881.39,1164.83,2596.6299,264.45,247.4,409.4,437.86,351.4,310.13,320.02,197.48,139.59,124.89,158.11,1939.52
2006/5/26,328.265,8904.469,1230.01,534.5732,701.9494,4300.478,4929.889,3100.726,2867.099,4520.594,3982.695,263.583,412.936,681.412,2439.695,3059.2,5228.95,4919.91,1172.89,2610.98,265.61,247.83,411.17,441.18,353.38,311.45,321.48,200.16,141.17,126.4,159.85,1950.87
2006/5/29,328.265,8904.469,1230.01,534.5732,701.9494,4309.932,4940.782,3103.136,2894.038,4529.977,3996.06,265.007,412.936,681.412,2439.695,3059.2,5228.95,4919.91,1172.89,2610.98,265.61,247.83,411.17,441.18,353.38,311.45,321.48,200.16,141.17,126.4,159.85,1950.87
2006/5/30,327.253,8904.469,1228.57,535.2574,701.6213,4256.43,4964.376,3056.044,2900.102,4484.826,3969.837,259.456,406.516,670.967,2375.887,2981.98,5101.77,4846.45,1149.83,2570.1201,261.67,244.12,403.83,434.63,348.07,307.68,314.9,195.63,139.88,124.18,158.25,1920.09
2006/5/31,323.681,8765.559,1226.51,534.871,701.2742,4285.783,4848.829,3079.428,2822.716,4504.618,3954.735,257.306,409.745,677.589,2409.941,3023.92,5172.14,4906.79,1163.67,2589.28,264.37,245.19,411.95,437.29,350.62,310.15,315.72,197.99,139.82,125.37,160.4,1936.41
2006/6/1,320.574,8765.559,1227.28,535.2045,701.3257,4293.247,4856.586,3117.639,2822.721,4516.735,3964.172,257.635,415.215,685.752,2461.371,3088.94,5284.19,4975.5,1186.03,2620.71,268.6,246.49,413.79,442.89,355.64,313.21,320.93,200.19,142.96,128.59,162.25,1960.28
2006/6/2,327.86,8765.559,1234.79,536.747,703.5519,4340.434,4971.828,3125.783,2852.78,4575.363,4020.296,262.86,415.231,688.65,2464.109,3093,5292.2,4985.07,1189.77,2626.6399,267.49,245.99,419.08,444.64,356.82,313.28,319.87,201.79,144.45,128.25,164.06,1964.11
2006/6/5,326.484,8765.559,1233.49,536.9711,703.8545,4318.566,4920.812,3068.72,2870.645,4549.609,3992.881,260.3,407.427,677.138,2381.96,2994.29,5130.88,4885.81,1158.99,2582.4399,263.35,242.54,406.65,437.49,351.56,307,313.99,195.89,144.98,127,162.53,1929.23
2006/6/6,321.35,8765.559,1234.13,535.4683,703.9295,4183.493,4766.172,3060.582,2812.666,4433.01,3881.008,254.987,406.571,675.704,2368.88,2981.89,5116.58,4859.33,1153.4399,2580.5601,261.99,243.18,407.11,436.38,352.05,306.09,313.44,194.31,144.33,128.16,162.45,1927.13
2006/6/7,320.737,8765.559,1232.86,535.4062,703.7427,4191.069,4656.614,3039.369,2791.384,4457.119,3861.723,248.956,404.317,672.192,2353.471,2964.62,5090.56,4830.5,1148.89,2567.3101,262.08,242.45,393.62,437.82,353.78,303.51,309.49,189.89,144.95,127.54,161.59,1915.77
2006/6/8,314.705,8765.559,1234.71,534.1205,704.6356,4025.823,4481.16,3038.883,2728.304,4307.213,3727.983,239.054,404.474,673.015,2345.75,2963.68,5103.98,4818.9,1144.59,2572.8201,261.88,243.93,397.19,439.19,354.44,303.6,307.54,189.74,144.27,127.06,162.45,1918.59
2006/6/9,314.048,8765.559,1235.35,534.6555,705.046,4092.538,4548.411,3029.583,2779.441,4390.4,3790.071,242.074,402.868,670.537,2328.878,2942.15,5066.54,4812.8,1135.67,2560.27,260.92,243.82,393.46,437.94,352,301.17,305.98,188.49,145.43,127.04,163.54,1910.01
2006/6/12,312.697,8765.559,1235.39,534.4642,704.9353,4027.373,4552.295,2989.085,2771.637,4362.813,3756.963,238.313,396.794,662.829,2262.015,2865.88,4949.17,4722.7,1107.1899,2532.1299,257.54,242.57,386.24,432.45,348.36,297.31,299.93,185.12,143.78,126.26,163.97,1885.81
2006/6/13,303.454,8765.559,1236.75,533.3082,705.2344,3924.583,4352.6,2952.974,2681.507,4271.485,3645.041,228.133,394.317,653.069,2223.745,2822.64,4883.42,4656.94,1089.2,2508.8501,255.46,241.09,375.47,424.14,347.38,296.19,299.3,181.51,142.71,126.81,161.87,1866.92
2006/6/14,304.509,8765.559,1231.57,532.3394,703.0177,3953.267,4387.716,2968.509,2683.413,4286.723,3667.055,230.891,397.205,654.484,2240.031,2841.34,4912.42,4678.74,1094.6801,2520.6799,256.91,242.09,384.39,421.61,348.23,298.96,302.41,184.39,141.76,127.04,160.91,1876.67
2006/6/15,310.874,8765.559,1228.82,532.3072,701.2219,4055.435,4441.733,3033.171,2693.963,4382.639,3739.847,236.226,405.592,669.292,2325.472,2941.95,5073.18,4811.9,1130.88,2569.05,262.33,244.05,397.99,430.88,352.81,305.34,310.37,190.28,143.97,129.59,163.08,1916.56
2006/6/16,313.054,8765.559,1227.38,532.1941,700.5786,4029.964,4589.976,3022.019,2756.538,4365.316,3759.751,242.383,404.198,666.968,2298.853,2908.5,5015.9,4794.18,1117.8422,2560.4199,261.35,244.24,395.61,427.91,351.8,304.77,309.03,189.07,143.83,130.08,163.02,1909.52
2006/6/19,307.288,8765.559,1226.91,531.5914,699.9046,4036.495,4542.407,2991.349,2720.515,4357.025,3742.417,240.744,400.731,660.092,2255.752,2856.89,4931.86,4734.68,1099.42,2539.3301,260.15,243.26,383.22,425.25,348.58,302.25,307.91,185.54,143.29,129.14,160.93,1892.12
2006/6/20,306.311,8765.559,1226.16,530.7392,699.1283,4064.015,4511.699,2991.29,2698.233,4390.055,3752.605,237.844,400.39,660.388,2242.669,2843.37,4913.71,4727.21,1096.42,2540.29,259.29,245.01,380.97,426.48,347.74,302.2,307.38,186.06,142.44,129.12,161.28,1892.13
2006/6/21,309.167,8765.559,1226.17,530.0701,698.9603,4095.861,4499.983,3024.885,2715.159,4398.21,3771.293,239.728,405.149,666.353,2290.768,2898.68,4999.66,4796.83,1113.96,2562.3401,261.73,246,388.3,429.69,349.37,305.32,312.51,190.53,143.99,128.96,161.13,1910.62
2006/6/22,307.751,8765.559,1223.63,528.7874,697.8392,4097.898,4600.287,3007.828,2758.737,4380.104,3789.053,241.254,402.185,664.229,2282.372,2887.68,4980.05,4770.1,1111.25,2549.3201,259.89,245.7,389.96,428.07,347.36,303.14,308.38,189.76,142.77,128.18,160.4,1900.98
2006/6/23,306.461,8765.559,1221.68,527.2941,697.1941,4087.188,4576.81,3008.565,2734.808,4365.148,3776.763,240.218,402.226,664.053,2293.935,2896.52,4985.45,4794.56,1115.4399,2543.6299,259.25,244.51,395.83,425.59,347.5,303.41,306.79,191.05,141.84,128.38,160.5,1899.32
2006/6/26,309.015,8765.559,1221.5,526.3546,697.2835,4090.132,4585.134,3024.971,2735.879,4353.789,3780.994,240.26,403.236,668.638,2319.229,2932.23,5053.32,4815.3,1127.1,2556.1201,260.74,245.89,400.35,428.92,346.84,304.38,308.03,191.7,142.99,128.16,161.24,1908.56
2006/6/27,308.45,8765.559,1223.59,526.5697,697.347,4074.378,4593.191,2997.652,2756.819,4346.983,3775.524,242.556,398.689,664.192,2278.433,2883.15,4973.02,4768.19,1108.2,2534.22,257.33,244.75,402.39,424.73,342.33,301.15,303.5,189.14,142.35,127.78,160.56,1891.24
2006/6/28,309.194,8765.559,1221.76,526.6027,697.1191,4051.004,4522.583,3012.903,2716.809,4350.942,3750.784,243.199,400,668.914,2282.336,2889.28,4985.59,4789.18,1112,2548.3601,257.7,245.6,410.33,426.75,343.21,302.28,305.2,189.54,142.9,128.55,161.29,1901.98
2006/6/29,313.746,8765.559,1225.07,528.6137,697.1829,4130.231,4596.729,3080.487,2755.127,4425.748,3820.349,248.415,409.244,682.512,2371.594,2999.87,5172.33,4903.62,1149.3,2601.3101,263.14,249.43,421.23,436.09,348.96,308.43,313.39,196.86,145.52,130.48,163.34,1943.09
2006/6/30,318.652,8744.96,1229.11,532.671,698.6277,4283.471,4795.064,3077.964,2839.888,4549.639,3949.643,256.677,408.128,681.923,2411.395,3043.37,5235.68,4912.47,1158.71,2592.8401,263.41,248.12,420.35,434.13,350.69,308.1,310.42,197.79,146.39,131.25,163.8,1939.03
2006/7/3,320.246,8744.96,1228.93,533.8002,698.9088,4314.411,4795.372,3101.361,2850.767,4574.903,3967.325,260.705,410.803,688.039,2436.408,3069.2,5270.64,4939.39,1165.03,2615.3601,263.6,249.39,425.49,439.03,351.87,309.7,314.11,200.54,148.62,131.61,165.38,1954.49
2006/7/4,320.246,8744.96,1228.93,533.9498,698.9088,4322.272,4824.672,3105.194,2866.869,4580.874,3983.691,262.03,410.803,688.039,2436.408,3069.2,5270.64,4939.39,1165.03,2615.3601,263.6,249.39,425.49,439.03,351.87,309.7,314.11,200.54,148.62,131.61,165.38,1954.49
2006/7/5,321.277,8744.96,1224.76,532.8301,697.4814,4241.412,4739.992,3079.196,2837.736,4507.63,3915.815,256.267,406.533,684.703,2391.985,3023.46,5209.02,4886.79,1152.64,2598.54,261.36,247.69,427.37,435.63,350.73,307.45,308.72,197.92,148.76,130.96,164.57,1940.55
2006/7/6,326.118,8744.96,1227.23,533.6197,698.4148,4290.756,4711.594,3086.53,2865.948,4560.902,3942.22,257.595,407.316,687.312,2390.076,3027,5224.95,4892.08,1153.91,2607.8799,261.52,250.51,427.88,436.89,352.23,308.04,308.91,198.12,148.91,130.49,163.86,1945.9
2006/7/7,322.144,8744.96,1230.69,535.0373,699.6633,4299.25,4764.828,3066.469,2889.948,4593.089,3963.998,258.269,403.453,684.451,2346.949,2979.4,5154.39,4851.99,1136.97,2591.4199,259.6,250.13,422.51,434.99,352.71,303.48,304.95,196.15,148.31,130,165.03,1932.75
2006/7/10,322.222,8744.96,1231.38,535.5301,699.9649,4288.075,4826.767,3067.469,2884.461,4574.082,3964.702,259.83,402.864,686.733,2336.38,2978.47,5173.31,4848.87,1134.89,2595.4399,259.77,251.76,423.99,437.29,354.26,304.51,301.2,196.75,150.01,129.5,165.84,1935.62
2006/7/11,326.474,8744.96,1232.98,536.1525,701.2233,4248.118,4792.009,3080.14,2870.583,4547.91,3938.786,258.773,404.535,688.809,2354.095,3000.8,5211.7,4865.45,1142.25,2604.9399,259.67,253.23,431.51,437.81,355.23,305.19,303.03,196.51,150.01,128.73,166.93,1943.66
2006/7/12,328.333,8744.96,1233.15,535.6028,701.3349,4244.146,4673.919,3047.093,2881.962,4524.323,3909.559,258.751,399.306,682.804,2309.187,2945.56,5119.06,4816.09,1123.6801,2575.9399,255.4,250.87,430.78,433.02,352.85,302.11,296.39,195.1,151.08,127.92,165.74,1922.62
2006/7/13,329.638,8744.96,1234.72,534.7361,701.9147,4176.681,4648.551,3007.792,2863.159,4474.801,3865.368,252.538,393.618,674.284,2257.706,2887.34,5030.06,4740.01,1100.91,2544.1001,251.13,249.14,427.86,426.96,350.03,296.8,291.63,189.57,148.83,125.47,165.42,1897.73
2006/7/14,331.662,8744.96,1235.44,534.0578,702.4206,4100.911,4518.138,2993.903,2800.396,4410.065,3795.723,248.455,390.72,671.869,2234.56,2861.91,4992.57,4703.2,1089.77,2532.53,247.82,247,433.03,425.09,347.54,292.17,290.67,189.81,146.66,125.55,165.48,1888.43
2006/7/17,323.35,8744.96,1235.44,533.4179,702.6563,4039.111,4487.277,2985.946,2772.094,4365.924,3750.308,244.217,390.682,669.815,2218.045,2847.01,4976.75,4688.99,1082.11,2530.0701,249.35,247.49,421.14,425.32,348.84,291.54,291.71,187.52,146.35,126.23,165.99,1885.82
2006/7/18,317.971,8744.96,1232.04,533.5035,701.4221,4014.277,4347.591,2990.774,2761.546,4363.465,3713.384,244.682,390.969,671.979,2224.524,2863.73,5019.66,4691.57,1087.74,2536.52,247.71,248.66,422.3,426.19,349.15,292.67,292.69,188.23,147.93,126.76,166.42,1889.48
2006/7/19,319.577,8744.96,1236.98,535.3456,702.4437,4134.405,4364.542,3046.756,2752.163,4471.837,3785.496,248.297,398.587,684.522,2300.225,2950.73,5155.21,4790.78,1116.71,2582.78,252.67,251.29,425.33,437.69,357.67,298.56,296.3,193.3,151.49,128.89,168.63,1924.74
2006/7/20,316.865,8744.96,1239.47,536.7632,703.6953,4177.046,4531.972,3017.126,2818.266,4496.482,3839.672,252.775,393.38,680.635,2231.43,2872.13,5033.59,4719.98,1092.09,2564.22,249.44,251.75,417.49,436.33,357.89,293.04,292.25,188.42,150.26,128.04,169.4,1908.42
2006/7/21,315.253,8744.96,1238.76,537.4968,703.9672,4148.036,4521.801,2993.558,2807.091,4476.186,3819.725,251.025,389.579,676.231,2188.657,2823.11,4957.48,4659.55,1074.89,2548.47,247.44,250.81,411.56,433.77,358.84,290.21,288.34,185.44,147.85,127.42,169.9,1894.94
2006/7/24,318.495,8744.96,1239.37,537.4744,704.4975,4203.21,4495.698,3043.413,2795.455,4541.338,3850.844,251.653,396.409,687.278,2255.739,2902.21,5084.35,4747.57,1100.04,2589.6101,252.58,252.86,423.66,438.99,366.09,294.89,293.17,188.33,150.42,129.71,171.3,1926.5
2006/7/25,317.945,8744.96,1238.25,538.0102,704.6475,4207.325,4556.329,3066.439,2830.283,4545.795,3872.019,254.484,399.168,691.999,2277.516,2930.28,5133.62,4790.94,1109.62,2605.1899,254.97,253.9,430.21,439.99,369.23,293.87,294.84,191.04,151.07,132.78,172.06,1938.68
2006/7/26,318.187,8744.96,1240.54,539.0941,705.1916,4217.152,4516.984,3067.505,2822.922,4564.106,3874.335,254.964,397.623,693.863,2263.961,2917.81,5119.81,4779.46,1105.98,2605.55,252.06,252.92,437.34,439.57,370.51,290.09,294.9,190.73,151.78,134.65,172.69,1937.96
2006/7/27,320.619,8744.96,1240.87,540.4831,705.5513,4303.658,4638.538,3053.443,2876.037,4648.003,3949.58,260.283,395.392,691.135,2233.913,2881.53,5060.08,4741.08,1092.5,2596.5701,251.42,251.45,435.62,437.43,369.17,289.89,293.34,186.74,151.88,136.08,171.42,1930.32
2006/7/28,321.911,8744.96,1244.87,541.2352,706.6909,4342.995,4725.641,3090.613,2859.884,4683.204,3987.961,260.128,400.786,699.313,2280.619,2942.06,5166.83,4804.97,1112.3101,2628.8601,254.6,253.75,435.48,445.49,371.44,293.38,299.37,189.85,154.51,137.47,172.3,1953.86
2006/7/31,328.881,8729.482,1245.73,541.5756,706.9438,4330.542,4768.525,3087.253,2874.07,4653.854,3986.649,260.3,400.355,698.496,2286.13,2944.34,5163.07,4804.96,1116.4399,2624.72,254.48,252.59,441.21,444.15,369.62,291.74,298.7,190.88,153.47,136.79,171.69,1951
2006/8/1,327.79,8729.482,1246.41,541.8036,707.4501,4287.532,4724.557,3073.862,2859.843,4620.141,3955.259,257.92,397.385,696.926,2245.656,2899.52,5096.27,4776.73,1100.35,2613.1599,252.06,251.23,442.83,443.06,369.97,289.96,294.05,189.34,152.85,135.68,173.53,1942.22
2006/8/2,331.746,8729.482,1247.75,543.1935,708.1415,4356.4,4753.301,3095.051,2853.801,4693.06,4004.296,260.563,400.229,700.582,2272.213,2928.79,5139.63,4811.87,1109.6899,2628.1299,254.3,253.48,443.97,443.58,372.19,291.51,296.64,192.01,151.76,138.68,173.37,1954.18
2006/8/3,325.788,8729.482,1248.03,543.4609,708.4657,4314.416,4737.57,3099.154,2869.737,4646.424,3977.325,260.809,401.636,701.492,2298.72,2960.71,5192.03,4840.25,1116.85,2630.72,256.05,254.11,441.22,444.93,369.08,293.85,298.91,193.18,153.61,136.97,172.42,1957.41
