,BCOMTR Index,HFRIFWI Index,LBUSTRUU Index,LG30TRUU Index,LMBITR Index,NDDUE15X Index,NDDUJN Index,NDDUNA Index,NDDUPXJ Index,NDDUUK Index,NDDUWXUS Index,NDUEEGF Index,RU10GRTR Index,RU10VATR Index,RU20GRTR Index,RU20INTR Index,RU20VATR Index,RUMCINTR Index,RUMRINTR Index,RUTPINTR Index,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,SPXT Index
1990/1/2,87.304,#N/A N/A,397.08,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,561.2,632.4,658.5,#N/A N/A,546.3,73.3261,62.86,92.03,77.35,73.63,76.87,67.14,79.88,#N/A N/A,101.27,104.6,386.16
1990/1/3,88.5455,#N/A N/A,396.36,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,563.96,632.4,658.5,#N/A N/A,546.3,73.1503,62.72,90.74,77.48,74.18,76.81,67.29,80.17,#N/A N/A,100.47,103.66,385.17
1990/1/4,87.8634,#N/A N/A,396.88,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,561.97,632.4,658.5,#N/A N/A,546.3,72.8757,61.89,89.68,76.97,73.68,76.54,67.64,79.92,#N/A N/A,97.78,102.09,382.02
1990/1/5,87.1479,#N/A N/A,396.72,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,560.48,632.4,658.5,#N/A N/A,546.3,72.3403,61.38,88.79,76.24,72.6,76.08,67.26,79.59,#N/A N/A,95.64,100.67,378.3
1990/1/8,85.825,#N/A N/A,396.72,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,560.47,632.4,658.5,#N/A N/A,546.3,72.4688,61.41,89.65,76.31,73.01,76.42,67.75,79.61,#N/A N/A,97.12,100.5,380.04
1990/1/9,86.1635,#N/A N/A,396.8,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,559.78,632.4,658.5,#N/A N/A,546.3,71.5287,60.72,88.61,75.22,72.18,75.47,67.18,78.99,#N/A N/A,95.64,99.57,375.56
1990/1/10,87.3303,#N/A N/A,396.92,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,555.45,632.4,658.5,#N/A N/A,546.3,70.932,60.19,88.43,74.51,71.84,75.05,66.56,78.77,#N/A N/A,94.04,100.07,373.09
1990/1/11,87.9795,#N/A N/A,396.96,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,555.68,632.4,658.5,#N/A N/A,546.3,71.0692,60.34,89.18,74.83,72.26,75.28,66.79,79.15,#N/A N/A,93.83,100.36,374.4
1990/1/12,87.493,#N/A N/A,396.32,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,543.53,632.4,658.5,#N/A N/A,546.3,69.1202,58.85,87.3,73.11,70.42,73.4,65.26,77.24,#N/A N/A,91.1,98.22,365.22
1990/1/15,86.6019,#N/A N/A,396.6,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,538.77,632.4,658.5,#N/A N/A,546.3,68.3542,58.41,87.13,72.23,69.57,72.78,65.18,76.17,#N/A N/A,89.94,97.87,362.07
1990/1/16,86.3479,#N/A N/A,395.01,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,540.1,632.4,658.5,#N/A N/A,546.3,69.2328,59.21,87.49,72.73,70.08,73.55,67.04,76.74,#N/A N/A,91.43,98.63,366.12
1990/1/17,85.9249,#N/A N/A,395.13,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,540.47,632.4,658.5,#N/A N/A,546.3,68.5923,58.53,86.5,72.04,69.7,73.05,66.24,75.66,#N/A N/A,90.15,98.18,362.54
1990/1/18,86.0237,#N/A N/A,393.03,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,538.01,632.4,658.5,#N/A N/A,546.3,68.5605,58.68,87.11,72.01,70.25,73.33,65.89,75.47,#N/A N/A,90.42,98.65,363.38
1990/1/19,86.2415,#N/A N/A,393.98,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,540.73,632.4,658.5,#N/A N/A,546.3,68.8568,58.64,88.22,71.84,70.53,73.67,65.46,75.2,#N/A N/A,90.93,98.74,364.43
1990/1/22,85.8638,#N/A N/A,394.14,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,532.61,632.4,658.5,#N/A N/A,546.3,67.0841,57.16,85.55,69.86,68.61,72,64.1,73.08,#N/A N/A,87.95,97.47,355.04
1990/1/23,85.708,#N/A N/A,394.54,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,530.34,632.4,658.5,#N/A N/A,546.3,67.1703,57.33,85.99,69.54,68.77,72.22,64.7,73.58,#N/A N/A,88.8,97.89,356.36
1990/1/24,85.5597,#N/A N/A,392.95,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,522.93,632.4,658.5,#N/A N/A,546.3,66.584,56.91,86,68.94,68.74,72.09,64.84,72.95,#N/A N/A,88.76,97.33,348.44
1990/1/25,86.0288,#N/A N/A,392.31,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,522.17,632.4,658.5,#N/A N/A,546.3,65.9036,55.62,85.35,68.29,67.64,71.12,64.2,71.74,#N/A N/A,87.92,96.27,350.51
1990/1/26,86.3947,#N/A N/A,390.88,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,517.78,632.4,658.5,#N/A N/A,546.3,65.9868,55.43,85.87,67.91,67.52,71.24,64.25,71.86,#N/A N/A,86.33,96.95,350.25
1990/1/29,86.6579,#N/A N/A,391.28,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,512.25,632.4,658.5,#N/A N/A,546.3,65.6394,55.41,86.58,67.36,67.41,70.79,64.26,71.58,#N/A N/A,86.43,96.77,349.67
1990/1/30,86.0812,#N/A N/A,390.76,#N/A N/A,244.1117,947.003,5698.921,#N/A N/A,#N/A N/A,967.641,1641.221,#N/A N/A,100.26,108.794,737.281,504.66,632.4,658.5,#N/A N/A,546.3,65.027,55,86.83,66.58,66.87,70.31,64.17,71.25,#N/A N/A,84.76,96.58,347.38
1990/1/31,86.207,978.9,392.48,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,506.95,587.57,605.68,#N/A N/A,509.56,66.4561,56.33,88.24,68.08,67.78,71.45,65.19,72.01,#N/A N/A,86.98,98.43,353.94
1990/2/1,86.293,978.9,393.02,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,510.46,587.57,605.68,#N/A N/A,509.56,66.2357,56.32,88.23,68,68.15,71.46,64.95,71.72,#N/A N/A,86.85,98.31,353.68
1990/2/2,87.014,978.9,392,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,515.82,587.57,605.68,#N/A N/A,509.56,66.7813,56.72,88.89,68.21,68.88,71.83,65.26,72.02,#N/A N/A,87.59,98.63,356.02
1990/2/5,86.4266,978.9,391.84,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,518.81,587.57,605.68,#N/A N/A,509.56,66.9758,56.78,89.11,68.5,68.78,72,66.01,72.2,#N/A N/A,88.13,98.43,357.28
1990/2/6,86.4756,978.9,391.29,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,519.01,587.57,605.68,#N/A N/A,509.56,66.476,56.39,88.55,67.91,68.09,71.73,66.31,71.75,#N/A N/A,86.78,98.1,355.05
1990/2/7,86.5244,978.9,391.49,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,523.44,587.57,605.68,#N/A N/A,509.56,67.6813,57.03,90.14,68.62,68.79,72.44,67.83,72.34,#N/A N/A,87.15,98.77,359.53
1990/2/8,86.3576,978.9,392.2,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,524.7,587.57,605.68,#N/A N/A,509.56,67.33,56.9,90.84,68.09,68.54,72.42,67.74,72,#N/A N/A,86.43,98.5,358.7
1990/2/9,86.3185,978.9,394.24,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,526.33,587.57,605.68,#N/A N/A,509.56,67.5895,56.97,90.92,68.13,68.47,72.63,67.74,72.39,#N/A N/A,86.4,99.05,359.58
1990/2/12,86.902,978.9,393.65,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,524.37,587.57,605.68,#N/A N/A,509.56,66.9609,56.27,89.86,67.65,67.93,71.73,66.79,71.62,#N/A N/A,85.54,98.1,355.89
1990/2/13,87.1328,978.9,395.22,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,523.42,587.57,605.68,#N/A N/A,509.56,67.1019,56.16,90.35,67.83,67.93,71.99,67.58,71.63,#N/A N/A,85.74,98.57,357.01
1990/2/14,87.4794,978.9,395.26,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,523.8,587.57,605.68,#N/A N/A,509.56,67.3398,56.19,90.28,68.39,68.27,72.04,67.93,71.92,#N/A N/A,86.22,98.76,358.1
1990/2/15,87.9837,978.9,393.77,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,527.01,587.57,605.68,#N/A N/A,509.56,67.8267,56.63,91.9,69.54,69.04,72.46,68.04,72.18,#N/A N/A,86.87,98.92,361.23
1990/2/16,87.9511,978.9,394.16,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,527.32,587.57,605.68,#N/A N/A,509.56,67.1548,56.29,91.63,69.77,68.22,72.04,67.08,72.35,#N/A N/A,85.65,98.33,358.99
1990/2/19,87.9511,978.9,394.16,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,527.32,587.57,605.68,#N/A N/A,509.56,67.1548,56.29,91.63,69.77,68.22,72.04,67.08,72.35,#N/A N/A,85.65,98.33,358.99
1990/2/20,87.9931,978.9,391.14,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,522.68,587.57,605.68,#N/A N/A,509.56,66.1481,55.47,90.77,68.56,67.31,71.02,66.21,71.49,#N/A N/A,83.67,97.21,353.91
1990/2/21,88.0112,978.9,391.29,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,519.95,587.57,605.68,#N/A N/A,509.56,66.3427,55.18,90.91,68.71,66.76,71,66.69,71.15,#N/A N/A,83.28,96.98,353.57
1990/2/22,88.299,978.9,392.9,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,522.46,587.57,605.68,#N/A N/A,509.56,65.9456,54.87,89.51,68.72,65.8,70.88,66.01,71.12,#N/A N/A,83.45,96.21,351.48
1990/2/23,88.1216,978.9,392.98,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,518.52,587.57,605.68,#N/A N/A,509.56,65.584,54.57,88.96,68.64,64.65,70.83,65.52,70.9,#N/A N/A,83.37,96.12,349.9
1990/2/26,88.1803,978.9,394.47,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,517.76,587.57,605.68,#N/A N/A,509.56,66.7277,55.17,90.33,69.68,65.45,71.75,66.58,71.55,#N/A N/A,84.87,96.9,354.88
1990/2/27,87.7089,978.9,395.34,97.85,242.9583,939.74,5356.119,#N/A N/A,#N/A N/A,974.122,1577.871,#N/A N/A,92.201,102.016,661.179,519.39,587.57,605.68,#N/A N/A,509.56,67.298,55.29,90.13,69.8,65.8,72.58,66.76,71.77,#N/A N/A,85.8,96.88,356.66
1990/2/28,88.0007,993.975,393.75,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,522.69,601.7,617.97,#N/A N/A,516.83,67.6765,55.44,89.81,70.26,65.86,73.09,67.54,72.44,#N/A N/A,86.51,97.43,358.5
1990/3/1,87.6041,993.975,392.47,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,523.65,601.7,617.97,#N/A N/A,516.83,67.8934,55.14,89.73,70.4,66.55,73.47,67.38,73.03,#N/A N/A,87.15,97.13,359.46
1990/3/2,88.3831,993.975,393.29,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,527.4,601.7,617.97,#N/A N/A,516.83,68.7587,55.26,90.3,70.94,67.19,74.06,68.34,73.64,#N/A N/A,88.13,97.52,362.49
1990/3/5,89.4375,993.975,391.64,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,527.62,601.7,617.97,#N/A N/A,516.83,68.653,55.19,89.63,70,66.62,73.62,68.27,73.23,#N/A N/A,87.77,96.85,360.68
1990/3/6,89.0837,993.975,392.74,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,531.37,601.7,617.97,#N/A N/A,516.83,69.5847,56.18,90.87,70.63,67.47,74.41,68.94,74.07,#N/A N/A,89,97.73,365.24
1990/3/7,88.6827,993.975,393.06,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,532.96,601.7,617.97,#N/A N/A,516.83,69.2601,56.32,90.73,70.27,67.27,74.35,69.16,73.66,#N/A N/A,88.24,96.93,364.19
1990/3/8,88.8849,993.975,393.33,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,536.82,601.7,617.97,#N/A N/A,516.83,70.2483,57.04,90.85,70.92,67.69,75.05,70.35,74.53,#N/A N/A,89.36,97.4,367.79
1990/3/9,88.2155,993.975,392.03,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,537.03,601.7,617.97,#N/A N/A,516.83,70.0566,56.42,89.74,70.29,67.41,74.78,70.12,73.88,#N/A N/A,88.73,96.56,365.42
1990/3/12,87.8185,993.975,392.43,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,537.48,601.7,617.97,#N/A N/A,516.83,70.2957,56.7,89.78,70.36,67.33,74.74,70.47,74.27,#N/A N/A,89.1,96.64,366.24
1990/3/13,87.6822,993.975,391.01,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,537.17,601.7,617.97,#N/A N/A,516.83,70.0498,56.32,88.9,69.77,66.11,74.36,70.03,73.45,#N/A N/A,88.46,95.89,363.37
1990/3/14,87.6884,993.975,392.66,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,539.56,601.7,617.97,#N/A N/A,516.83,70.2556,56.6,89.6,69.76,66.31,74.77,69.98,73.49,#N/A N/A,87.93,96.05,364.32
1990/3/15,88.8599,993.975,392.55,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,541.16,601.7,617.97,#N/A N/A,516.83,70.3604,56.79,90.03,69.67,67.06,74.74,70.48,74.01,#N/A N/A,88.32,96.25,365.63
1990/3/16,88.3947,993.975,394,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,544.31,601.7,617.97,#N/A N/A,516.83,70.9603,57.62,91.14,69.75,67.77,75.66,71.94,75.05,#N/A N/A,89.68,96.57,369.79
1990/3/19,88.239,993.975,394.32,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,545.04,601.7,617.97,#N/A N/A,516.83,71.0947,58.18,90.97,69.56,68.12,76.37,73.23,75.5,#N/A N/A,90.14,96.32,371.56
1990/3/20,87.8618,993.975,395.38,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,544.27,601.7,617.97,#N/A N/A,516.83,70.7144,58.19,90.1,68.94,67.61,76.23,72.48,74.87,#N/A N/A,89.61,96.03,369.46
1990/3/21,88.2239,993.975,395.03,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,543.99,601.7,617.97,#N/A N/A,516.83,70.303,58.07,89.41,68.47,67.18,75.88,71.89,74.4,#N/A N/A,89.24,95.88,367.49
1990/3/22,88.3043,993.975,395.34,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,539.11,601.7,617.97,#N/A N/A,516.83,69.3108,57.37,88.67,67.29,66.44,75.03,70.88,73.49,#N/A N/A,88.4,94.86,363.11
1990/3/23,88.5277,993.975,395.74,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,542.23,601.7,617.97,#N/A N/A,516.83,69.5244,57.86,88.88,67.65,67.01,75.52,70.7,73.64,#N/A N/A,89.07,94.95,364.77
1990/3/26,87.9547,993.975,396.44,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,542.96,601.7,617.97,#N/A N/A,516.83,69.8731,58.11,88.81,67.69,67.22,75.66,70.52,73.35,#N/A N/A,89.07,94.9,365.44
1990/3/27,87.8177,993.975,396.13,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,543.9,601.7,617.97,#N/A N/A,516.83,70.6434,58.95,89.69,68.21,68.36,76.63,70.87,73.84,#N/A N/A,90.66,95.69,369.64
1990/3/28,87.7318,993.975,396.56,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,543.01,601.7,617.97,#N/A N/A,516.83,70.5211,58.92,89.97,68.56,68.6,76.61,70.48,74.13,#N/A N/A,91.34,95.77,370.19
1990/3/29,88.1627,993.975,395.07,95.8343,245.1326,918.909,4802.359,#N/A N/A,#N/A N/A,947.553,1470.911,#N/A N/A,92.852,104.591,686.244,542,601.7,617.97,#N/A N/A,516.83,69.9908,58.72,89.92,68.23,68.42,76.22,70.44,73.96,#N/A N/A,91.09,95.6,368.88
1990/3/30,88.8599,993.975,394.04,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,543.02,621.19,633.01,#N/A N/A,529.8,69.6771,58.61,90.07,68.03,68.07,76.11,70.06,73.57,#N/A N/A,90.85,95.7,368
1990/4/2,89.015,1025.882,394.48,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,538.53,621.19,633.01,#N/A N/A,529.8,69.3711,58.57,89.97,67.49,67.85,75.62,70.04,73.28,#N/A N/A,90.51,95.33,366.72
1990/4/3,89.6738,1025.882,394.87,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,542.06,621.19,633.01,#N/A N/A,529.8,70.3923,59.83,91.46,68.3,68.98,76.5,71.05,74.14,#N/A N/A,91.88,96.09,372.13
1990/4/4,89.299,1025.882,396.6,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,540.43,621.19,633.01,#N/A N/A,529.8,70.0246,59.54,90.21,67.83,68.68,76.03,70.66,73.48,#N/A N/A,90.74,95.58,369.53
1990/4/5,89.0153,1025.882,396.52,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,540.26,621.19,633.01,#N/A N/A,529.8,70.0472,59.85,90.01,67.08,68.92,76.06,69.94,73.28,#N/A N/A,91.05,95.14,369.15
1990/4/6,88.9922,1025.882,396.72,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,538.99,621.19,633.01,#N/A N/A,529.8,69.8823,60.02,89.83,66.21,68.99,76.09,69.28,73.26,#N/A N/A,91.02,95.05,368.48
1990/4/9,87.9486,1025.882,396.45,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,536.1,621.19,633.01,#N/A N/A,529.8,70.1069,60.78,89.59,66.99,69.67,76.19,69.19,73.2,#N/A N/A,91.39,95.06,369.89
1990/4/10,87.7879,1025.882,396.45,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,537.71,621.19,633.01,#N/A N/A,529.8,70.1464,61.13,88.8,67.68,69.93,76.36,70.08,73.33,#N/A N/A,91.61,94.61,370.65
1990/4/11,88.0522,1025.882,396.52,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,538.38,621.19,633.01,#N/A N/A,529.8,70.381,61.02,87.45,68.11,70.03,76.47,70.6,73.21,#N/A N/A,91.58,94.65,370.49
1990/4/12,87.6354,1025.882,396.05,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,539.78,621.19,633.01,#N/A N/A,529.8,70.9511,61.52,88.23,68.9,70.56,77.13,70.76,73.47,#N/A N/A,92,94.78,373.14
1990/4/13,87.6354,1025.882,396.05,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,539.78,621.19,633.01,#N/A N/A,529.8,70.9511,61.52,88.23,68.9,70.56,77.13,70.76,73.47,#N/A N/A,92,94.78,373.14
1990/4/16,88.16,1025.882,395.97,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,539.59,621.19,633.01,#N/A N/A,529.8,70.9679,61.49,88.43,68.85,70.17,77.4,71.68,73.17,#N/A N/A,92.29,94.86,373.61
1990/4/17,88.1148,1025.882,394.32,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,538.5,621.19,633.01,#N/A N/A,529.8,70.7303,61.5,88.79,69.19,70.28,77.36,71.38,73.08,#N/A N/A,92.1,94.72,373.55
1990/4/18,87.6494,1025.882,391.99,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,535.71,621.19,633.01,#N/A N/A,529.8,70.0194,60.71,87.93,68.35,69.72,76.56,70.27,72.32,#N/A N/A,90.35,93.95,369.28
1990/4/19,88.8542,1025.882,391.91,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,533.87,621.19,633.01,#N/A N/A,529.8,69.5533,59.7,87.96,67.63,69.07,76.04,69.85,71.6,#N/A N/A,89.63,93.52,366.43
1990/4/20,88.7081,1025.882,391.52,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,531.48,621.19,633.01,#N/A N/A,529.8,68.9553,59.08,87.8,66.59,68.47,75.5,69.74,70.58,#N/A N/A,88.57,92.29,363.22
1990/4/23,89.1453,1025.882,391.09,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,526.39,621.19,633.01,#N/A N/A,529.8,67.9534,58.74,86.59,65.66,67.54,74.46,69.28,69.58,#N/A N/A,87.45,91.41,358.85
1990/4/24,88.8005,1025.882,390.69,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,526.05,621.19,633.01,#N/A N/A,529.8,67.6636,58.91,86.51,65.28,67.48,74.33,69,69.36,#N/A N/A,87.08,91.46,358.13
1990/4/25,88.6615,1025.882,390.61,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,526.9,621.19,633.01,#N/A N/A,529.8,67.9341,59.31,86.94,65.48,67.75,74.75,69.48,69.8,#N/A N/A,87.59,91.64,359.98
1990/4/26,89.0393,1025.882,389.47,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,527.35,621.19,633.01,#N/A N/A,529.8,67.7152,59.64,87.03,65.4,68.65,74.98,69.45,70.49,#N/A N/A,87.84,91.45,361
1990/4/27,89.3771,1025.882,389.71,98.3451,245.2049,953.142,3871.152,#N/A N/A,#N/A N/A,920.206,1324.462,#N/A N/A,96.549,105.66,717.695,524.2,621.19,633.01,#N/A N/A,529.8,66.7711,58.76,86.27,64.7,67.96,74.18,68.48,69.91,#N/A N/A,86.88,90.39,356.88
